"","LocationAbbr","LocationDesc","Income","YearStart","obesity","Overweight","fruit","veg","cardio","mus_car","carLong","muscle","noAct"
"24","AZ","Arizona","$35,000 - $49,999",2013.5,26.65,38.4166666666667,40.4333333333333,23.3333333333333,57.6666666666667,26.3666666666667,35.8333333333333,33.7333333333333,21.1833333333333
"25","AZ","Arizona","$50,000 - $74,999",2013.5,27.3333333333333,37.35,34.6666666666667,19.0333333333333,56.1,24.0666666666667,34.6333333333333,33.5333333333333,18.1166666666667
"26","AZ","Arizona","$75,000 or greater",2013.5,23.4833333333333,38.3666666666667,34.6333333333333,15.6333333333333,60.5333333333333,29.5333333333333,38.4,40.5666666666667,12.7
"27","AZ","Arizona","Data not reported",2013.5,23.55,33.2666666666667,38.3333333333333,20.1666666666667,50.4333333333333,22.0333333333333,34.7333333333333,30.6333333333333,27.15
"28","AZ","Arizona","Less than $15,000",2013.5,33.1333333333333,31.6666666666667,46.1,28.6,43.3333333333333,14.0333333333333,26.0666666666667,21.9666666666667,34.1
"29","CA","California","$15,000 - $24,999",2013.5,28.8166666666667,35.2666666666667,32.2333333333333,20.3666666666667,50.2,18.2333333333333,29.2333333333333,27.7333333333333,26.5666666666667
"30","CA","California","$25,000 - $34,999",2013.5,27.6166666666667,37.7166666666667,32.2666666666667,19.6333333333333,54.0333333333333,21.8,35.7,31.2,24.7833333333333
"31","CA","California","$35,000 - $49,999",2013.5,24.9333333333333,37.6166666666667,32.5333333333333,17.4666666666667,54.8333333333333,22.0666666666667,34.8666666666667,32.1666666666667,21.0166666666667
"32","CA","California","$50,000 - $74,999",2013.5,25.3333333333333,37.0833333333333,32.5666666666667,16.1,59.3666666666667,25,37.1666666666667,34.6333333333333,19.1833333333333
"33","CA","California","$75,000 or greater",2013.5,19.7833333333333,36.9833333333333,28.9666666666667,11.7,65.2333333333333,29.7333333333333,40.2666666666667,39.3,11.4
"34","CA","California","Data not reported",2013.5,19.2,31.7,33.2333333333333,20.1666666666667,58.5,24.7,38.1,31.7333333333333,21.05
"35","CA","California","Less than $15,000",2013.5,30.0333333333333,33.2,37.1666666666667,24.7333333333333,49.4666666666667,16.7,31.7333333333333,25.0666666666667,30.0833333333333
"36","CO","Colorado","$15,000 - $24,999",2013.5,23.7666666666667,33.8166666666667,39.6333333333333,23.6666666666667,53.6,21.4,35.4,29.7666666666667,26.1833333333333
"37","CO","Colorado","$25,000 - $34,999",2013.5,23.4833333333333,35.1666666666667,37.6333333333333,22.8666666666667,57.6,22.8333333333333,37.5666666666667,32.9666666666667,21.15
"38","CO","Colorado","$35,000 - $49,999",2013.5,22,37.05,36.9,18.9333333333333,59.6666666666667,26.7,38.9333333333333,35.8666666666667,17.6166666666667
"39","CO","Colorado","$50,000 - $74,999",2013.5,21.65,38.3333333333333,34.4333333333333,16.1666666666667,62.9666666666667,26.6333333333333,38.9333333333333,35.8,13.5666666666667
"40","CO","Colorado","$75,000 or greater",2013.5,18.7333333333333,37.8333333333333,31.1333333333333,12.4333333333333,68.8666666666667,32.9333333333333,43.8666666666667,42.0666666666667,8.61666666666667
"41","CO","Colorado","Data not reported",2013.5,17.9833333333333,30.7333333333333,36.1333333333333,22.4,56.5666666666667,23.9333333333333,38.1666666666667,32.5666666666667,20.1833333333333
"42","CO","Colorado","Less than $15,000",2013.5,25.6833333333333,30.4666666666667,44.3,29.6333333333333,50.2666666666667,19.8666666666667,33.2333333333333,27.2333333333333,29.7666666666667
"43","CT","Connecticut","$15,000 - $24,999",2013.5,31.25,34.8,37.7666666666667,27.1,44.5333333333333,15.8333333333333,28.5333333333333,25.1666666666667,34.2833333333333
"44","CT","Connecticut","$25,000 - $34,999",2013.5,27.9333333333333,36.3666666666667,36.0666666666667,21.4666666666667,45.6333333333333,17.9666666666667,30,27.8666666666667,30.2
"45","CT","Connecticut","$35,000 - $49,999",2013.5,27.6833333333333,36.5833333333333,34.1666666666667,22.6,50.9,19.2333333333333,32.0333333333333,27.7,26.7166666666667
"46","CT","Connecticut","$50,000 - $74,999",2013.5,26.9,38.5,32.2333333333333,18.2333333333333,54.3333333333333,21.2,32.6333333333333,30.9,20.7833333333333
"47","CT","Connecticut","$75,000 or greater",2013.5,21.8833333333333,37.5666666666667,28.9333333333333,14.4333333333333,60.8,26.2333333333333,36.6333333333333,35.6666666666667,13.1666666666667
"48","CT","Connecticut","Data not reported",2013.5,22,31.3333333333333,35.2333333333333,25.2333333333333,49.7666666666667,19.6666666666667,31.6,28.9333333333333,26.1666666666667
"49","CT","Connecticut","Less than $15,000",2013.5,33.95,33.7666666666667,46.8666666666667,33.4333333333333,37.1666666666667,14.6333333333333,23.4666666666667,23.4666666666667,38.2
"50","DC","District of Columbia","$15,000 - $24,999",2013.5,32.2333333333333,28.8166666666667,38,29.8333333333333,52.6,17.3333333333333,30.7333333333333,23.7333333333333,29.2333333333333
"51","DC","District of Columbia","$25,000 - $34,999",2013.5,26.35,32.1833333333333,38.4,23.8666666666667,51.1666666666667,20.3333333333333,30.8666666666667,29.0333333333333,28.4333333333333
"52","DC","District of Columbia","$35,000 - $49,999",2013.5,26.5833333333333,32.1333333333333,39.2333333333333,23.9333333333333,55.3666666666667,25.6333333333333,31.3333333333333,35.7333333333333,21.1
"53","DC","District of Columbia","$50,000 - $74,999",2013.5,20.9,31.2,32.5666666666667,14.7,56.6,24.2666666666667,35.1333333333333,40.5333333333333,12.8
"54","DC","District of Columbia","$75,000 or greater",2013.5,13.4,32.7833333333333,28.0666666666667,9.53333333333333,68.2,33.2,39.2,43.4,8.58333333333333
"55","DC","District of Columbia","Data not reported",2013.5,24.4333333333333,28.05,37.3333333333333,25.3333333333333,49.9333333333333,20.4,34.4666666666667,30.2666666666667,23.8666666666667
"56","DC","District of Columbia","Less than $15,000",2013.5,34.65,29.7,43.6333333333333,37.0333333333333,45.8333333333333,16.0666666666667,31.1,21.9333333333333,32.05
"57","DE","Delaware","$15,000 - $24,999",2013.5,35.2166666666667,33.35,44.2666666666667,31.2333333333333,35.7333333333333,13.5333333333333,21.9,25.3666666666667,40.65
"58","DE","Delaware","$25,000 - $34,999",2013.5,32.9833333333333,35.3166666666667,40.5,25.5333333333333,46.0666666666667,18.9666666666667,31.0666666666667,30.7333333333333,32.4333333333333
"59","DE","Delaware","$35,000 - $49,999",2013.5,32.1833333333333,37.6166666666667,39.0666666666667,26.2333333333333,50.1,21.2,32.2333333333333,33.7,27.7333333333333
"60","DE","Delaware","$50,000 - $74,999",2013.5,29.8333333333333,38.5166666666667,39.3,21.1333333333333,50.2666666666667,21.5666666666667,28.6,29.9,21.8
"61","DE","Delaware","$75,000 or greater",2013.5,26.4833333333333,39.1166666666667,34.6666666666667,16.9333333333333,56.5,26.5666666666667,33.0333333333333,37.2666666666667,15.7833333333333
"62","DE","Delaware","Data not reported",2013.5,23.3,34.95,39.8333333333333,28.1,48.4333333333333,19.6,30,29.3,27.1333333333333
"63","DE","Delaware","Less than $15,000",2013.5,35.7,30.65,45.5333333333333,36.5,40.9,15,27.9666666666667,23.8,41.9166666666667
"64","FL","Florida","$15,000 - $24,999",2013.5,29.7333333333333,34.7666666666667,39.1333333333333,25.9333333333333,46.0666666666667,16.7666666666667,29.1666666666667,24.6333333333333,33.95
"65","FL","Florida","$25,000 - $34,999",2013.5,27.8833333333333,37.2666666666667,40.6,23,46.9,17.7,29.7,27.1333333333333,29.4166666666667
"66","FL","Florida","$35,000 - $49,999",2013.5,27.5833333333333,38.0666666666667,36.4,19.4,51.3666666666667,19.6333333333333,32.3333333333333,28.8,24.6
"67","FL","Florida","$50,000 - $74,999",2013.5,26.7,38.4166666666667,36.3,17.1333333333333,56.1,22.5333333333333,35.2,33.1333333333333,19.8333333333333
"68","FL","Florida","$75,000 or greater",2013.5,23.1666666666667,39.15,33.5666666666667,15.0333333333333,62.5,29.2,39.1666666666667,39.2,13.5333333333333
"69","FL","Florida","Data not reported",2013.5,21.15,34.4166666666667,38.4666666666667,22.0666666666667,50.7666666666667,21.1,33.3666666666667,29.3666666666667,29.1333333333333
"70","FL","Florida","Less than $15,000",2013.5,31.1333333333333,32.05,47.7,33.5666666666667,39.6,14.2666666666667,24.7333333333333,23.1,41.1333333333333
"71","GA","Georgia","$15,000 - $24,999",2013.5,34.0166666666667,32.6,46.5333333333333,29.3333333333333,42.4666666666667,16.9,28.5333333333333,25.5666666666667,34.3333333333333
"72","GA","Georgia","$25,000 - $34,999",2013.5,31.9166666666667,35.3333333333333,44.1333333333333,28.0666666666667,49.0333333333333,18.4,30.1333333333333,27.8333333333333,30.3333333333333
"73","GA","Georgia","$35,000 - $49,999",2013.5,32.4833333333333,35.6166666666667,41.7666666666667,21.6,49.4666666666667,20.7666666666667,30.1666666666667,31.2666666666667,24.6833333333333
"74","GA","Georgia","$50,000 - $74,999",2013.5,31.2833333333333,37.75,41.8333333333333,19.0333333333333,53.2333333333333,21.1333333333333,31.6666666666667,30.6,20.5
"75","GA","Georgia","$75,000 or greater",2013.5,24.5833333333333,38.9,37.4666666666667,14.8,58.7666666666667,26.1,35.6333333333333,37.8666666666667,13.7833333333333
"76","GA","Georgia","Data not reported",2013.5,24.7,32.2166666666667,43.8,27.5333333333333,49.6333333333333,20.1333333333333,32.1333333333333,29.4333333333333,29.8666666666667
"77","GA","Georgia","Less than $15,000",2013.5,35.9666666666667,29.85,52.0333333333333,33.2666666666667,41,14.3666666666667,27.0333333333333,23.2333333333333,39.2833333333333
"78","GU","Guam","$15,000 - $24,999",2015,28.6,35.9333333333333,48.8,28.6,44.8,17.9,31.5,30.1,34.3666666666667
"79","GU","Guam","$25,000 - $34,999",2015,30.0333333333333,33.8,42.1,27.7,53.5,22.2,36.3,33,27.0666666666667
"80","GU","Guam","$35,000 - $49,999",2015,30.2333333333333,36,45,32.2,46.4,20.2,29.2,35.3,25.4
"81","GU","Guam","$50,000 - $74,999",2015,31.2666666666667,42.6666666666667,35.8,20.5,49.6,27.8,32.4,38.5,23.5333333333333
"82","GU","Guam","$75,000 or greater",2015,26.8,40.3333333333333,37.9,16.2,56.8,27.9,40.5,34.6,16.3333333333333
"83","GU","Guam","Data not reported",2015,28.2,29.8,52.4,34.6,49.1,19.4,27.2,30.1,31.5
"84","GU","Guam","Less than $15,000",2015,30.6,31.2,43.8,30.4,42.2,15.7,23.8,24.1,45.5333333333333
"85","HI","Hawaii","$15,000 - $24,999",2013.5,23.6666666666667,31.5166666666667,42.8,27.3333333333333,55.0666666666667,21.5666666666667,36.8,30.0666666666667,26.0833333333333
"86","HI","Hawaii","$25,000 - $34,999",2013.5,22.5,32.9833333333333,36.0666666666667,22.7,54.9,21.8333333333333,34.8,30.8666666666667,25.45
"87","HI","Hawaii","$35,000 - $49,999",2013.5,23.1833333333333,34.1333333333333,41.1,23.2333333333333,60.0333333333333,25.1,39.7,33.9,20.4
"88","HI","Hawaii","$50,000 - $74,999",2013.5,24.7166666666667,35.05,38.5,21.0666666666667,59.5666666666667,24.9,37.9333333333333,33.7,18.3
"89","HI","Hawaii","$75,000 or greater",2013.5,21.6666666666667,37,37.7,16.5,63.0666666666667,28.2333333333333,40.6,37.3,14.8
"90","HI","Hawaii","Data not reported",2013.5,17.25,30.3166666666667,43.4666666666667,26.4,55.0666666666667,22.0333333333333,36.8333333333333,32.0333333333333,23.4166666666667
